TEXT_SFX_OBI_HEAL_2;Puedo ayudarte.
TEXT_SFX_OBI_HEAL_3;La Fuerza lo cura todo.
TEXT_SFX_OBI_HEAL_4;La Fuerza será intensa en ti.
TEXT_SFX_OBI_HELP_LUKE_1;¡Usa la Fuerza, Luke!
TEXT_SFX_OBI_HELP_LUKE_2;¡Adelante, Luke!
TEXT_SFX_OBI_HELP_LUKE_3;¡Luke, confía en mí!
TEXT_SFX_OBI_HELP_LUKE_4;¡Corre, Luke, corre!
TEXT_SFX_OBI_INTERACT_1;¡Sígueme hacia la victoria!
TEXT_SFX_OBI_INTERACT_2;Te protegeré lo mejor que pueda.
TEXT_SFX_OBI_INTERACT_3;Juntos no podemos fallar.
TEXT_SFX_OBI_INTERACT_4;Por aquí, muchachos.
TEXT_SFX_OBI_INTERACT_5;Hay que tener cuidado.
TEXT_SFX_OBI_INTERACT_6;Necesito tu ayuda.
TEXT_SFX_OBI_MOVE_1;Muy bien.
TEXT_SFX_OBI_MOVE_10;Desde luego.
TEXT_SFX_OBI_MOVE_11;Lo haré.
TEXT_SFX_OBI_MOVE_12;Sí, comandante.
TEXT_SFX_OBI_MOVE_13;Procediendo.
TEXT_SFX_OBI_MOVE_14;Entiendo.
TEXT_SFX_OBI_MOVE_15;Tienes que hacer lo que creas correcto.
TEXT_SFX_OBI_MOVE_16;Estoy de camino.
TEXT_SFX_OBI_MOVE_2;En movimiento.
TEXT_SFX_OBI_MOVE_3;Si puedo...
TEXT_SFX_OBI_MOVE_4;De acuerdo.
TEXT_SFX_OBI_MOVE_5;Voy.
TEXT_SFX_OBI_MOVE_6;Iré allí.
TEXT_SFX_OBI_MOVE_7;Estoy en camino.
TEXT_SFX_OBI_MOVE_8;Sí.
TEXT_SFX_OBI_MOVE_9;Por supuesto.
TEXT_SFX_OBI_NEAR_DEATH_1;Hay demasiados.
TEXT_SFX_OBI_NEAR_DEATH_2;Envía ayuda o estoy acabado.
TEXT_SFX_OBI_NEAR_DEATH_3;¡Soy demasiado viejo para esto!
TEXT_SFX_OBI_NEAR_DEATH_4;Mi destino me espera en otra senda.
TEXT_SFX_OBI_PLANET_SELECT_1;Puedo serte más útil en combate.
TEXT_SFX_OBI_PLANET_SELECT_2;Puede que sea viejo, pero aún puedo pelear.
TEXT_SFX_OBI_PLANET_SELECT_3;Puedo liderar a los hombres a la batalla, si me lo permites.
TEXT_SFX_OBI_PLANET_SELECT_4;Puede que me necesites.
TEXT_SFX_OBI_PLANET_SELECT_5;Fui caballero jedi.
TEXT_SFX_OBI_PLANET_SELECT_6;Te acompañaré en la batalla.
TEXT_SFX_OBI_RESPAWN_1;Que la Fuerza te acompañe, siempre.
TEXT_SFX_OBI_RESPAWN_2;Estoy dispuesto a ayudar, si puedo.
TEXT_SFX_OBI_RESPAWN_3;Los jedi viven en mí.
TEXT_SFX_OBI_RESPAWN_4;Al habla Obi-Wan Kenobi.
TEXT_SFX_OBI_RESPAWN_5;¿Necesitas mi ayuda?
TEXT_SFX_OBI_RESPAWN_6;He vuelto.
TEXT_SFX_OBI_SELECT_1;Que la Fuerza te acompañe.
TEXT_SFX_OBI_SELECT_10;Espero sus instrucciones.
TEXT_SFX_OBI_SELECT_11;Aquí estoy, comandante.
TEXT_SFX_OBI_SELECT_12;¿En qué puedo ayudar?
TEXT_SFX_OBI_SELECT_13;¿Qué sugiere?
TEXT_SFX_OBI_SELECT_14;Espero tus órdenes.
TEXT_SFX_OBI_SELECT_15;¿Cuáles son tus órdenes?
TEXT_SFX_OBI_SELECT_16;Listo, comandante.
TEXT_SFX_OBI_SELECT_2;Espero tus órdenes.
TEXT_SFX_OBI_SELECT_3;¿Sí, comandante?
TEXT_SFX_OBI_SELECT_4;¿Qué puedo hacer por ti?
TEXT_SFX_OBI_SELECT_5;Hola.
TEXT_SFX_OBI_SELECT_6;Sí.
TEXT_SFX_OBI_SELECT_7;¿Cómo puedo ayudar?
TEXT_SFX_OBI_SELECT_8;Estoy listo.
TEXT_SFX_OBI_SELECT_9;Al habla Kenobi.
TEXT_SFX_OBI_SENSE_1;Siento la presencia del lado oscuro. Debemos ser cautelosos.
TEXT_SFX_OBI_SENSE_2;El lado oscuro está presente.
TEXT_SFX_PF1_CHATTER_1;Cazas a punto cero seis.
TEXT_SFX_PF1_CHATTER_2;¡Nos atacan!
TEXT_SFX_PF1_CHATTER_3;Mantén los ojos abiertos.
TEXT_SFX_PF1_CHATTER_4;¡Malditos pastores de nerfs!
TEXT_SFX_PF1_CHATTER_5;¡Voy a por ellos!
TEXT_SFX_PF1_CHATTER_6;Estoy atrayendo sus disparos.
TEXT_SFX_PF1_CHATTER_7;¡Pierdo el control!
TEXT_SFX_PF1_CHATTER_8;¡Mantened la formación!
TEXT_SFX_PF1_CHATTER_9;Nos están rodeando.
TEXT_SFX_PF2_CHATTER_1;Cambiad la formación de ataque.
TEXT_SFX_PF2_CHATTER_2;¡A por ellos!
TEXT_SFX_PF2_CHATTER_3;Voy a aproximarme.
TEXT_SFX_PF2_CHATTER_4;Resisten bastante.
TEXT_SFX_PF2_CHATTER_5;Impulsores al máximo.
TEXT_SFX_PF2_CHATTER_6;Estoy preparado.
TEXT_SFX_PF2_CHATTER_7;Voy a acabar con él.
TEXT_SFX_PF2_CHATTER_8;Lo tengo en el punto de mira.
TEXT_SFX_PF2_CHATTER_9;Posición fijada.
TEXT_SFX_PF3_CHATTER_1;Escáneres activados.
TEXT_SFX_PF3_CHATTER_2;Avanzando.
TEXT_SFX_PF3_CHATTER_3;¡Cuidado con el fuego cruzado!
TEXT_SFX_PF3_CHATTER_4;Estoy contigo.
TEXT_SFX_PF3_CHATTER_5;Paso al ordenador de tiro.
TEXT_SFX_PF3_CHATTER_6;Están disparando detrás de mí.
TEXT_SFX_PF3_CHATTER_7;No puedo maniobrar.
TEXT_SFX_PF3_CHATTER_8;Voy a dar otra pasada.
TEXT_SFX_PF3_CHATTER_9;Nave enemiga delante.
TEXT_SFX_PF4_CHATTER_1;Ordenador de navegación programado.
TEXT_SFX_PF4_CHATTER_2;Inicio el ataque.
TEXT_SFX_PF4_CHATTER_3;¡Fijando el objetivo!
TEXT_SFX_PF4_CHATTER_4;Casi a tiro...
TEXT_SFX_PF4_CHATTER_5;¡Inicia la pasada!
TEXT_SFX_PF4_CHATTER_6;Me preparo para acercarme.
TEXT_SFX_PF4_CHATTER_7;Lo he inutilizado.
TEXT_SFX_PF4_CHATTER_8;Lo tengo a tiro.
TEXT_SFX_PF4_CHATTER_9;Situándome en posición.
TEXT_SFX_PF5_CHATTER_1;Acelero al máximo.
TEXT_SFX_PF5_CHATTER_2;Cambiad de armas.
TEXT_SFX_PF5_CHATTER_3;Situándome en formación.
TEXT_SFX_PF5_CHATTER_4;Impulsores activos.
TEXT_SFX_PF5_CHATTER_5;Empiezo la maniobra. 
TEXT_SFX_PF5_CHATTER_6;Desviad la potencia hacia los impulsores.
TEXT_SFX_PF5_CHATTER_7;Dando la vuelta.
TEXT_SFX_PF5_CHATTER_8;Por este lado está despejado.
TEXT_SFX_PF5_CHATTER_9;He hecho contacto.
TEXT_SFX_PF6_CHATTER_1;¡Formación de ataque!
TEXT_SFX_PF6_CHATTER_2;¡Ten cuidado!
TEXT_SFX_PF6_CHATTER_3;Voy a modificar el rumbo.
TEXT_SFX_PF6_CHATTER_4;¡Necesito ayuda!
TEXT_SFX_PF6_CHATTER_5;¡Éste es mío!
TEXT_SFX_PF6_CHATTER_6;¡Quítate de en medio!
TEXT_SFX_PF6_CHATTER_7;¡Me han dado!
TEXT_SFX_PF6_CHATTER_8;Atraed sus disparos.
TEXT_SFX_PF6_CHATTER_9;¡Síguelo!
TEXT_SFX_PFP_ASTEROIDS_1;¡Asteroides! Activad los escudos.
TEXT_SFX_PFP_ATTACK_1;Se acercan enemigos.
TEXT_SFX_PFP_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PFP_ATTACK_11;Atacando objetivo.
TEXT_SFX_PFP_ATTACK_12;Fuego a discreción.
TEXT_SFX_PFP_ATTACK_13;Atacando.
TEXT_SFX_PFP_ATTACK_14;Apuntando.
TEXT_SFX_PFP_ATTACK_15;Disparando.
TEXT_SFX_PFP_ATTACK_2;Objetivo enemigo a la vista.
TEXT_SFX_PFP_ATTACK_3;Láseres fijados y listos.
TEXT_SFX_PFP_ATTACK_4;¡Fuego a discreción!
TEXT_SFX_PFP_ATTACK_5;¡Atacad al objetivo!
TEXT_SFX_PFP_ATTACK_6;Iniciando aproximación.
TEXT_SFX_PFP_ATTACK_7;¡Atacad!
TEXT_SFX_PFP_ATTACK_8;¡Fuego!
TEXT_SFX_PFP_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PFP_DEATH_1;¡Tengo uno encima!
TEXT_SFX_PFP_DEATH_2;¡Quitádmelo de encima!
TEXT_SFX_PFP_DEATH_3;¡Necesito ayuda!
TEXT_SFX_PFP_DEATH_4;¡Me han alcanzado!
TEXT_SFX_PFP_DEATH_5;¡Alguien está en mi cola!
TEXT_SFX_PFP_DEATH_6;No puedo verlo.
TEXT_SFX_PFP_DEATH_7;¡No sirve de nada!
TEXT_SFX_PFP_DEATH_8;¡Tengo que abandonaros!
TEXT_SFX_PFP_DEATH_9;(Death Scream)
TEXT_SFX_PFP_GUARD_1;Custodiando objetivo.
TEXT_SFX_PFP_GUARD_2;Escoltando.
TEXT_SFX_PFP_HP_BAY_1;¡Atacad la plataforma de lanzamiento!
TEXT_SFX_PFP_HP_BAY_2;Inutilizad su plataforma de lanzamiento.
TEXT_SFX_PFP_HP_ENGINES_1;Los motores son nuestro objetivo principal.
TEXT_SFX_PFP_HP_ENGINES_2;¡Inutilizad sus motores!
TEXT_SFX_PFP_HP_GRAV_1;Inutilizad ese generador de pozo gravitatorio.
TEXT_SFX_PFP_HP_ION_1;Destruyendo los cañones de iones.
TEXT_SFX_PFP_HP_ION_2;Disparad todos a esos cañones de iones.
TEXT_SFX_PFP_HP_LASER_1;Id por sus láseres.
TEXT_SFX_PFP_HP_LASER_2;¡Apuntad a los láseres!
TEXT_SFX_PFP_HP_MISSILE_1;Sus misiles estarán desactivados en unos instantes.
TEXT_SFX_PFP_HP_MISSILE_2;Voy por los lanzamisiles.
TEXT_SFX_PFP_HP_SHIELDS_1;Destruyendo el generador de escudo.
TEXT_SFX_PFP_HP_SHIELDS_2;¡Disparad al generador de su escudo!
TEXT_SFX_PFP_HP_TORP_1;Apuntando al lanzatorpedos.
TEXT_SFX_PFP_HP_TORP_2;El objetivo principal es el lanzatorpedos.
TEXT_SFX_PFP_MOVE_1;Avanzando.
TEXT_SFX_PFP_MOVE_10;Dispersión.
TEXT_SFX_PFP_MOVE_11;Movámonos.
TEXT_SFX_PFP_MOVE_12;Vámonos.
TEXT_SFX_PFP_MOVE_13;Adelante. 
TEXT_SFX_PFP_MOVE_14;Por aquí.
TEXT_SFX_PFP_MOVE_15;Por allí.
TEXT_SFX_PFP_MOVE_2;Fijando rumbo.
TEXT_SFX_PFP_MOVE_3;Voy para allá.
TEXT_SFX_PFP_MOVE_4;Orden recibida.
TEXT_SFX_PFP_MOVE_5;Confirmado.
TEXT_SFX_PFP_MOVE_6;Recibido.
TEXT_SFX_PFP_MOVE_7;Inmediatamente. 
TEXT_SFX_PFP_MOVE_8;En marcha.
TEXT_SFX_PFP_MOVE_9;Voy para allá.
TEXT_SFX_PFP_NEBULA_1;Pasad a exploración visual. Esta nebulosa está bloqueando nuestros escáneres.
TEXT_SFX_PFP_PATROL_1;Escaneando blancos.
TEXT_SFX_PFP_PATROL_2;Patrulla establecida.
TEXT_SFX_PFP_PATROL_3;Escaneando en busca de enemigos.
TEXT_SFX_PFP_PATROL_4;Iniciando la exploración visual.
TEXT_SFX_PFP_PATROL_5;Iniciad incursión.
TEXT_SFX_PFP_PATROL_6;Ruta de patrulla confirmada.
TEXT_SFX_PFP_SELECT_1;Escuadrón listo para el servicio.
TEXT_SFX_PFP_SELECT_10;Recibido.
TEXT_SFX_PFP_SELECT_11;Comprendido.
TEXT_SFX_PFP_SELECT_12;Listo para el servicio.
TEXT_SFX_PFP_SELECT_13;Sí, señor.
TEXT_SFX_PFP_SELECT_14;Sí, comandante.
TEXT_SFX_PFP_SELECT_15;Preparado.
TEXT_SFX_PFP_SELECT_2;Estamos aquí.
TEXT_SFX_PFP_SELECT_3;Armas preparadas.
TEXT_SFX_PFP_SELECT_4;Armas preparadas.
TEXT_SFX_PFP_SELECT_5;Entendido.
TEXT_SFX_PFP_SELECT_6;Preparado.
TEXT_SFX_PFP_SELECT_7;¿Cuáles son tus órdenes?
TEXT_SFX_PFP_SELECT_8;En formación.
TEXT_SFX_PFP_SELECT_9;Esperando órdenes.
TEXT_SFX_PIR_ASSIST_1;Ofreceremos apoyo.
TEXT_SFX_PIR_ASSIST_2;Os tenemos cubiertos.
TEXT_SFX_PIR_ASSIST_3;Justo detrás de ti.
TEXT_SFX_PIR_ASSIST_4;Vamos, por aquí.
TEXT_SFX_PIR_ASSIST_5;Avanzando con cautela.
TEXT_SFX_PIR_ASSIST_6;Mantendremos los ojos abiertos.
TEXT_SFX_PIR_ASSIST_7;Os ayudaremos.
TEXT_SFX_PIR_ASSIST_8;Recibido.
TEXT_SFX_PIR_ATTACK_1;Afirmativo.
TEXT_SFX_PIR_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PIR_ATTACK_11;Atacando objetivo.
TEXT_SFX_PIR_ATTACK_12;Objetivo a la vista.
TEXT_SFX_PIR_ATTACK_13;Atacando.
TEXT_SFX_PIR_ATTACK_14;Apuntando.
TEXT_SFX_PIR_ATTACK_15;Disparando.
TEXT_SFX_PIR_ATTACK_2;Fuego a discreción.
TEXT_SFX_PIR_ATTACK_3;Avanzando.
TEXT_SFX_PIR_ATTACK_4;¡Fuego pesado!
TEXT_SFX_PIR_ATTACK_5;Preparados para atacar.
TEXT_SFX_PIR_ATTACK_6;Afirmativo.
TEXT_SFX_PIR_ATTACK_7;¡Atacad!
TEXT_SFX_PIR_ATTACK_8;¡Fuego!
TEXT_SFX_PIR_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PIR_GUARD_1;Manteniendo la posición.
TEXT_SFX_PIR_GUARD_2;Defendiendo área.
TEXT_SFX_PIR_MOVE_1;En marcha.
TEXT_SFX_PIR_MOVE_10;Rompan filas.
TEXT_SFX_PIR_MOVE_11;Movámonos.
TEXT_SFX_PIR_MOVE_12;Vámonos.
TEXT_SFX_PIR_MOVE_13;Adelante. 
TEXT_SFX_PIR_MOVE_14;Por aquí.
TEXT_SFX_PIR_MOVE_15;Por allí.
TEXT_SFX_PIR_MOVE_2;Entendido.
TEXT_SFX_PIR_MOVE_3;Posición confirmada.
TEXT_SFX_PIR_MOVE_4;Situándome en posición.
TEXT_SFX_PIR_MOVE_5;Orden recibida.
TEXT_SFX_PIR_MOVE_6;Coordenadas recibidas.
TEXT_SFX_PIR_MOVE_7;Inmediatamente. 
TEXT_SFX_PIR_MOVE_8;Sí, señor.
TEXT_SFX_PIR_MOVE_9;Voy para allá.
TEXT_SFX_PIR_SELECT_1;Listo para el servicio.
TEXT_SFX_PIR_SELECT_10;Recibido.
TEXT_SFX_PIR_SELECT_11;Comprendido.
TEXT_SFX_PIR_SELECT_12;Listo para el servicio.
TEXT_SFX_PIR_SELECT_13;¿Comandante?
TEXT_SFX_PIR_SELECT_14;Sí, comandante.
TEXT_SFX_PIR_SELECT_15;Esperando órdenes.
TEXT_SFX_PIR_SELECT_2;Preparado para la acción.
TEXT_SFX_PIR_SELECT_3;Preparado.
TEXT_SFX_PIR_SELECT_4;Sí, señor.
TEXT_SFX_PIR_SELECT_5;Entendido.
TEXT_SFX_PIR_SELECT_6;Listo para el servicio.
TEXT_SFX_PIR_SELECT_7;Entendido.
TEXT_SFX_PIR_SELECT_8;En formación.
TEXT_SFX_PIR_SELECT_9;Esperando órdenes.
TEXT_SFX_PIR_TAKE_COVER_1;¡A cubierto!
TEXT_SFX_PIR_TAKE_COVER_2;¡Dispersaos!
TEXT_SFX_PIR_TAKE_COVER_3;¡Esquivad los disparos!
TEXT_SFX_PIR_TAKE_COVER_4;¡Dispersión!
TEXT_SFX_PIT_ATTACK_1;Confirmado.
TEXT_SFX_PIT_ATTACK_2;Lo intentaré.
TEXT_SFX_PIT_ATTACK_3;De acuerdo.
TEXT_SFX_PIT_ATTACK_4;Como desee.
TEXT_SFX_PIT_ATTACK_5;Lo haré.
TEXT_SFX_PIT_ATTACK_6;Comenzando ataque.
TEXT_SFX_PIT_ATTACK_7;Iniciando ataque.
TEXT_SFX_PIT_ATTACK_8;Sí, comandante.
TEXT_SFX_PIT_ATTACKED_1;Enemigo situado; devolviendo el ataque.
TEXT_SFX_PIT_ATTACKED_2;¡Nos están atacando!
TEXT_SFX_PIT_ENERGY_BLAST_1;¡Concentrad la potencia de fuego máxima!
TEXT_SFX_PIT_ENERGY_BLAST_2;¡Activando el arma energética!
TEXT_SFX_PIT_ENERGY_BLAST_3;¡Desviad toda la potencia a las armas!
TEXT_SFX_PIT_ENERGY_BLAST_4;¡Toda la potencia a las armas energéticas!
TEXT_SFX_PIT_GUARD_1;Manteniendo la posición.
TEXT_SFX_PIT_GUARD_2;A la espera.
TEXT_SFX_PIT_MOVE_1;Entendido.
TEXT_SFX_PIT_MOVE_2;Recibido.
TEXT_SFX_PIT_MOVE_3;¡Inmediatamente!
TEXT_SFX_PIT_MOVE_4;Estoy en camino.
TEXT_SFX_PIT_MOVE_5;Transmisión recibida.
TEXT_SFX_PIT_MOVE_6;Coordenadas recibidas.
TEXT_SFX_PIT_MOVE_7;Como ordene.
TEXT_SFX_PIT_MOVE_8;En marcha.
TEXT_SFX_PIT_NEAR_DEATH_1;¡No tenemos escudos! ¡Maniobras evasivas!
TEXT_SFX_PIT_NEAR_DEATH_2;La ruptura del casco es inminente. ¡Debemos retroceder!
TEXT_SFX_PIT_PLANET_SELECT_1;Las labores de guardia parecen un desperdicio de mi talento, señor.
TEXT_SFX_PIT_PLANET_SELECT_2;Quizá sería más útil en el frente.
TEXT_SFX_PIT_PLANET_SELECT_3;Toda esta potencia de fuego merece un objetivo.
TEXT_SFX_PIT_RESPAWN_1;El Acusador está preparado.
TEXT_SFX_PIT_RESPAWN_2;Se presenta el capitán Piett, señor.
TEXT_SFX_PIT_RESPAWN_3;El Acusador está a sus órdenes.
TEXT_SFX_PIT_SELECT_1;Listo para sus órdenes.
TEXT_SFX_PIT_SELECT_2;¿Qué es lo que ordena?
TEXT_SFX_PIT_SELECT_3;Estoy aquí.
TEXT_SFX_PIT_SELECT_4;¿Sí, comandante?
TEXT_SFX_PIT_SELECT_5;A la espera.
TEXT_SFX_PIT_SELECT_6;Listo, señor.
TEXT_SFX_PIT_SELECT_7;Listos para las órdenes.
TEXT_SFX_PIT_SELECT_8;Sí, señor.
TEXT_SFX_PIT_TRACTOR_OFF_1;Rayo tractor desactivado.
TEXT_SFX_PIT_TRACTOR_OFF_2;Desactivando rayo tractor. 
TEXT_SFX_PIT_TRACTOR_OFF_3;Rayo tractor apagado.
TEXT_SFX_PIT_TRACTOR_ON_1;Rayo tractor activado.
TEXT_SFX_PIT_TRACTOR_ON_2;Activando rayo tractor.
TEXT_SFX_PIT_TRACTOR_ON_3;Rayo tractor activo.
TEXT_SFX_PLX_ASSIST_1;Yo te seguiré.
TEXT_SFX_PLX_ASSIST_2;Estamos justo detrás de ti.
TEXT_SFX_PLX_ASSIST_3;Listo para ayudar.
TEXT_SFX_PLX_ATTACK_1;Imperiales detectados.
TEXT_SFX_PLX_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PLX_ATTACK_11;Atacando objetivo.
TEXT_SFX_PLX_ATTACK_12;Fuego a discreción.
TEXT_SFX_PLX_ATTACK_13;Atacando.
TEXT_SFX_PLX_ATTACK_14;Apuntando.
TEXT_SFX_PLX_ATTACK_15;Disparando.
TEXT_SFX_PLX_ATTACK_2;¡Por la Alianza!
TEXT_SFX_PLX_ATTACK_3;¡Pelotón, avance!
TEXT_SFX_PLX_ATTACK_4;Por la Rebelión.
TEXT_SFX_PLX_ATTACK_5;¡Adelante!
TEXT_SFX_PLX_ATTACK_6;¡Ahí están!
TEXT_SFX_PLX_ATTACK_7;¡Atacad!
TEXT_SFX_PLX_ATTACK_8;¡Fuego!
TEXT_SFX_PLX_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PLX_GUARD_1;Defendiendo área.
TEXT_SFX_PLX_GUARD_2;Defendiendo el área.
TEXT_SFX_PLX_MAULER_1;¡A cubierto, es un atacante TIE!
TEXT_SFX_PLX_MOVE_1;¡Vamos en camino, señor!
TEXT_SFX_PLX_MOVE_10;Rompan filas.
TEXT_SFX_PLX_MOVE_11;Movámonos.
TEXT_SFX_PLX_MOVE_12;Vámonos.
TEXT_SFX_PLX_MOVE_13;Adelante. 
TEXT_SFX_PLX_MOVE_14;Por aquí.
TEXT_SFX_PLX_MOVE_15;Por allí.
TEXT_SFX_PLX_MOVE_2;Voy para allá.
TEXT_SFX_PLX_MOVE_3;Ya casi estamos.
TEXT_SFX_PLX_MOVE_4;Por aquí.
TEXT_SFX_PLX_MOVE_5;Por aquí.
TEXT_SFX_PLX_MOVE_6;Seguid en movimiento.
TEXT_SFX_PLX_MOVE_7;Inmediatamente. 
TEXT_SFX_PLX_MOVE_8;En marcha.
TEXT_SFX_PLX_MOVE_9;Voy para allá.
TEXT_SFX_PLX_SAND_1;Con esta arena no se puede ir deprisa, señor.
TEXT_SFX_PLX_SANDSTORM_1;Los misiles no van a ir muy bien con esta tormenta de arena.
TEXT_SFX_PLX_SELECT_1;De acuerdo, señor.
TEXT_SFX_PLX_SELECT_10;Recibido.
TEXT_SFX_PLX_SELECT_11;Comprendido.
TEXT_SFX_PLX_SELECT_12;Listo para el servicio.
TEXT_SFX_PLX_SELECT_13;Sí, señor.
TEXT_SFX_PLX_SELECT_14;Sí, comandante.
TEXT_SFX_PLX_SELECT_15;Preparado.
TEXT_SFX_PLX_SELECT_2;En ello, señor.
TEXT_SFX_PLX_SELECT_3;Esperando instrucciones.
TEXT_SFX_PLX_SELECT_4;¿Sus órdenes?
TEXT_SFX_PLX_SELECT_5;Preparado para el combate.
TEXT_SFX_PLX_SELECT_6;Listo para la batalla.
TEXT_SFX_PLX_SELECT_7;Entendido.
TEXT_SFX_PLX_SELECT_8;En formación.
TEXT_SFX_PLX_SELECT_9;Esperando órdenes.
TEXT_SFX_PLX_SNOW_1;La nieve nos está entorpeciendo.
TEXT_SFX_PLX_STORMTROOP_1;¡Soldados de asalto! ¡Al ataque!
TEXT_SFX_PLX_SWAMP_1;Todo este barro nos hace ir más lentos.
TEXT_SFX_PLX_TAKE_COVER_1;¡A cubierto!
TEXT_SFX_PLX_TAKE_COVER_2;¡Dispersaos!
TEXT_SFX_PLX_TAKE_COVER_3;¡Esquivad los disparos!
TEXT_SFX_PLX_TAKE_COVER_4;¡Dispersión!
TEXT_SFX_POD_ASSIST_1;Abriremos el camino.
TEXT_SFX_POD_ASSIST_2;Nos reuniremos contigo allí.
TEXT_SFX_POD_ASSIST_3;Sígueme.
TEXT_SFX_POD_ATTACK_1;Disparando.
TEXT_SFX_POD_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_POD_ATTACK_11;Atacando objetivo.
TEXT_SFX_POD_ATTACK_12;Fuego a discreción.
TEXT_SFX_POD_ATTACK_13;Atacando.
TEXT_SFX_POD_ATTACK_14;Apuntando.
TEXT_SFX_POD_ATTACK_15;Enemigos a la vista.
TEXT_SFX_POD_ATTACK_2;¡Abrid fuego!
TEXT_SFX_POD_ATTACK_3;¡Posición de ataque!
TEXT_SFX_POD_ATTACK_4;Objetivo a tiro.
TEXT_SFX_POD_ATTACK_5;Iniciando el ataque.
TEXT_SFX_POD_ATTACK_6;Atacando.
TEXT_SFX_POD_ATTACK_7;¡Atacad!
TEXT_SFX_POD_ATTACK_8;¡Fuego!
TEXT_SFX_POD_ATTACK_9;Enemigo apuntado.
TEXT_SFX_POD_GUARD_1;Mantened la posición.
TEXT_SFX_POD_GUARD_2;Esperad aquí.
TEXT_SFX_POD_MOVE_1;Transferid las coordenadas.
TEXT_SFX_POD_MOVE_10;Dispersión.
TEXT_SFX_POD_MOVE_11;Movámonos.
TEXT_SFX_POD_MOVE_12;Vámonos.
TEXT_SFX_POD_MOVE_13;Adelante. 
TEXT_SFX_POD_MOVE_14;Por aquí.
TEXT_SFX_POD_MOVE_15;Por allí.
TEXT_SFX_POD_MOVE_2;Dirigiéndome a las coordenadas.
TEXT_SFX_POD_MOVE_3;Voy para allá.
TEXT_SFX_POD_MOVE_4;Situándome en posición.
TEXT_SFX_POD_MOVE_5;Avanzando.
TEXT_SFX_POD_MOVE_6;Fuera.
TEXT_SFX_POD_MOVE_7;Inmediatamente. 
TEXT_SFX_POD_MOVE_8;En marcha.
TEXT_SFX_POD_MOVE_9;Voy para allá.
TEXT_SFX_POD_SELECT_1;Listos, señor.
TEXT_SFX_POD_SELECT_10;Recibido.
TEXT_SFX_POD_SELECT_11;Comprendido.
TEXT_SFX_POD_SELECT_12;Listo para el servicio.
TEXT_SFX_POD_SELECT_13;Sí, señor.
TEXT_SFX_POD_SELECT_14;Sí, comandante.
TEXT_SFX_POD_SELECT_15;Preparado.
TEXT_SFX_POD_SELECT_2;Activo.
TEXT_SFX_POD_SELECT_3;Comunicador activado.
TEXT_SFX_POD_SELECT_4;Órdenes recibidas.
TEXT_SFX_POD_SELECT_5;Afirmativo.
TEXT_SFX_POD_SELECT_6;Canal abierto.
TEXT_SFX_POD_SELECT_7;Entendido.
TEXT_SFX_POD_SELECT_8;En formación.
TEXT_SFX_POD_SELECT_9;Esperando órdenes.
TEXT_SFX_POR_CHATTER_1;Rojo 6 a la espera...
TEXT_SFX_POR_CHATTER_2;¡Tengo uno en mi cola!
TEXT_SFX_POR_CHATTER_3;¡Justo detrás de ti!
TEXT_SFX_POR_CHATTER_4;No, estoy bien.
TEXT_SFX_POR_CHATTER_5;Cazas de frente.
TEXT_SFX_POR_CHATTER_6;Te sigo, Rojo 3.
TEXT_SFX_POR_CHATTER_DS;Recibido...
TEXT_SFX_PPS_ASSIST_1;Yo te seguiré.
TEXT_SFX_PPS_ASSIST_2;Estamos justo detrás de ti.
TEXT_SFX_PPS_ASSIST_3;Listo para ayudar.
TEXT_SFX_PPS_ASSIST_4;Te sigo.
TEXT_SFX_PPS_ASSIST_5;Justo detrás de ti.
TEXT_SFX_PPS_ASSIST_6;Te cubro las espaldas.
TEXT_SFX_PPS_ASSIST_7;Os cubrimos.
TEXT_SFX_PPS_ASSIST_8;Proporcionando apoyo.
TEXT_SFX_PPS_ASSIST_9;Os cubrimos la espalda. 
TEXT_SFX_PPS_ATTACK_1;Los tenemos en el punto de mira.
TEXT_SFX_PPS_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PPS_ATTACK_11;Atacando objetivo.
TEXT_SFX_PPS_ATTACK_12;Fuego a discreción.
TEXT_SFX_PPS_ATTACK_13;Atacando.
TEXT_SFX_PPS_ATTACK_14;Apuntando.
TEXT_SFX_PPS_ATTACK_15;Disparando.
TEXT_SFX_PPS_ATTACK_2;¡Destruidlos!
TEXT_SFX_PPS_ATTACK_3;¡Pelotón, avance!
TEXT_SFX_PPS_ATTACK_4;No durarán mucho.
TEXT_SFX_PPS_ATTACK_5;¡Adelante!
TEXT_SFX_PPS_ATTACK_6;¡Ahí están!
TEXT_SFX_PPS_ATTACK_7;¡Atacad!
TEXT_SFX_PPS_ATTACK_8;¡Fuego!
TEXT_SFX_PPS_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PPS_GUARD_1;Defendiendo área.
TEXT_SFX_PPS_GUARD_2;Defendiendo el área.
